user_id,book_id_list
210420,"9427,96964,97767,433856,573035,1035814,1339374,2214811,2231328,2274392,2308811,2349515,2486212,2525634,2528208,2856001,3011488,4145596,4836409,7804328"
210441,"97933,101441,166554,248767,474691,574657,827698,890334,1008591,1240867,1369755,1968152,2214808,2216349,2294752,2356541,2357639,2363576,2424291,2425553,4479475"
210661,"307893,312547,448463,563961,995624,1072690,1101948,1122588,1217810,2128059,2141951,2142994,2186189,2295644,2436562,2595172,2600001,3713641,3863911,4025413,4700656,4742035,4755433"
210970,"529,103890,145975,681470,878793,944856,998313,1260124,1726761,1818485,1975031,2209477,2214856,2249202,2454485,2894761,3262102,3920272,4177156,4432273"
211550,"6892,24722,28302,197848,220899,272375,625734,716862,1074594,1385630,1726761,1902534,2141878,2186305,2347744,2352976,2459157,2459218,2541759,2587281"
211730,"8369,272375,305091,306238,308364,420807,450195,536767,692537,716862,1037723,1074594,1235516,1350395,1720918,2209477,2217721,2286863,2540482,8467358"
211871,"114116,202555,274351,282492,507318,716862,1446974,2214811,2286863,2351675,2391765,2407015,2486212,2524593,2573241,2920429,3113920,4231117,4352317,4421068"
212200,"17822,20413,26276,172326,283778,306080,306319,454134,496056,531550,663538,681470,1237539,1474997,2214885,2229477,2251771,4595533,4691482,5224165"
212310,"2209477,2251771,2312916,2344515,2347597,2351675,2373399,2486212,2759493,2854876,2864272,3730834,3804070,3911215,4535863,4596430,4634107,4760008,5075125,5077927"
212340,"20,23204,33078,186099,446229,485757,519645,531001,1118435,1326209,1593466,1593487,1726761,1727705,2303346,2350989,2368325,2486212,3766759,7804328"
212461,"608248,997968,1040472,1126394,1249235,1819862,2088040,2319487,2447781,2526678,2529375,2531563,2576540,2693125,2904601,3138100,3155932,3449896,3844093,3857812,3885871,3911338,3915328,3954775,3966337,3986581,3990244,4005601,4033957,4095265,4107040,4135369,4164052,4166314,4171417,4236934,4808533,4903222,6218365"
212660,"317,15435,99458,99470,149045,309423,310575,402609,477544,488307,538461,684939,962078,1703909,1742492,1820058,2032797,2232738,2235474,2258983"
212791,"3026,305091,551180,551825,975284,1110393,1218401,2209477,2254913,2273687,2291653,2294752,2368008,2406971,2538441,2571359,3113920,4377244,4421068,5083609"
212941,"115009,310352,316081,321553,432544,444802,445334,446886,455598,465150,478706,1326955,1871471,2214808,2260873,2373690,2473078,2552545,2573241,3834925,4396336,4574173,4637131,7102447"
213300,"8369,181149,211217,220816,420807,504188,708635,838050,1462299,1876770,1918727,1968152,2057758,2295424,2297476,2300795,2303346,4210483,4675744,5143300"
213471,"3026,181407,186343,290414,311103,499868,716862,2124031,2141936,2145220,2214811,2286863,2297476,2347744,2407015,2525634,3113920,3248050,4210483,6841975"
214700,"265,32342,118645,118646,214444,307732,316361,320341,363666,380278,380296,380297,380298,437904,444631,504664,544983,1100840,1122032,1262638,1606536,1744750,2249148,2466705,2473995,2574620,2748928,2944249,7749611"
214901,"428685,433856,610338,625734,1098150,1856623,2131332,2209477,2231328,2303346,2349719,2351675,2356900,2407015,2486212,2534924,2592020,3706555,4285297,4631950"
215031,"156597,166554,625734,681470,716862,1074574,2019613,2113055,2145239,2195786,2233849,2364305,2370751,2458413,2532005,2599190,3075385,3459604,4242811,7804328"
215100,"27389,38207,173212,199759,219257,232739,251624,317427,380274,385257,435741,452668,493199,526833,557120,620361,655643,666005,1000384,1334764,1360231,1553798,1812070,2248720,2368983,2428706,3138100,3784642,4122250,4249615,4783621"
215291,"166554,420807,463181,867246,1035814,1240867,1609097,1918727,1947821,2141878,2214808,2216349,2300795,2407431,2420825,2465924,2523793,2534924,2575827,4582531"
215471,"6892,389215,463181,680199,747138,841243,1785776,1788424,1799031,1918727,2054930,2226664,2300795,2406048,2486212,2592020,2599190,2759493,2854876,3875818"
215671,"175215,308038,464638,659340,1879165,2182696,2199462,2204364,2332541,2348328,2364500,2378232,2527909,2572157,2878915,3089788,4239442,4247497,4627789,4640065,4908559,5018041"
216010,"8369,212620,327505,420807,462461,503278,832722,840112,999574,1191141,1523288,1966628,2314255,2411033,2424380,2443628,2460999,2601619,5103280,8467358"
216190,"6892,163053,180301,454134,485673,681470,1121649,1716389,1757592,1902534,2278636,2297476,2311680,2424516,2599190,3561412,3912322,4421068,4885036,7804328"
216650,"127237,253112,305091,305391,323786,490598,531001,550487,800684,1609097,1612347,1720918,2249460,2297476,2303346,2347744,2478200,2526643,4210483,6609733"
217471,"28302,120035,166554,220899,321553,460012,524371,800684,1118435,1266045,1325745,1703909,1751777,1785776,2129220,2214808,2231328,2349719,2463590,2534924"
217861,"8369,1350395,1769545,2229477,2251771,2332590,2599190,2759493,2854876,3605434,3876763,3905086,3907945,4127287,4134907,4173142,4197451,4268824,4300483,4552681"
217980,"246170,305091,420807,498917,1035814,1037723,1274239,1720918,1880277,1918727,2077927,2141878,2186305,2236323,2294752,2300795,2364500,2590968,2594395,2599139"
218671,"8369,145975,186099,196603,463181,535707,868187,998313,1098150,1670299,1836702,2231328,2303346,2351675,2440712,2443673,2448177,2454485,2486212,7804328"
218731,"317,3303,7181,145975,165230,321323,459091,865496,1292175,1670299,1858824,2249514,2256927,2448177,2454485,2465965,2473507,2475768,4356994,4681942"
219120,"715,4902,8369,25357,126927,166554,311412,325392,485757,531001,681470,709075,1273942,1350395,1679042,1798025,1968152,2295424,2300795,2463719"
219221,"28302,305091,305775,434096,572338,681470,883608,1035814,1118435,1727705,1785776,1798025,2377309,3713641,3758968,3788686,4019920,4210483,4599862,5679028"
219441,"250954,267625,275047,305744,317615,317618,401782,420769,438249,453881,557282,592370,610108,616825,625734,995772,1196244,2135321,2303346,2333964"
219471,"1079,6892,8369,25357,126927,145975,247954,477596,539335,1098150,1462299,2209477,2231328,2300795,2372145,2407430,2486212,2592020,2599190,4018390"
220041,"166554,181149,420807,681470,716862,1037723,1609097,1720918,1798025,2081739,2209477,2351675,2407015,2486212,2524593,2525634,2534924,2573241,3986944,4127287"
220611,"126927,166554,272375,304458,306238,431122,485757,531001,531550,567105,1046376,1101948,1653700,1679042,1902534,2231328,2248753,2410444,4707820,7804328"
220960,"244328,306433,311912,317066,318521,319279,462830,470601,481646,497850,540269,540796,891677,1081457,1446974,1793575,1815128,1841785,2182415,2355777,2358503,2378721,2391354,2406653,2422086,2440027,2486212,2547190,2588054,2872006,2913220,3740170,3740248,3789526,4618585,4625200,8472968"
221581,"272375,389215,625734,658054,681470,716862,826458,1446974,1957553,2259490,2351675,2391765,2448177,2473078,2486212,2524593,2573241,2591988,4370989,5220724"
221751,"18790,490506,867246,899737,978976,1240867,1357735,1812070,1871112,1918727,1947821,2141878,2216349,2241332,2300795,2462785,2465924,2523793,2575827,2772748"
221840,"485603,698509,970482,1074594,1268324,1271808,1304662,2048977,2233761,2249202,3593512,3723751,4134907,4177156,4528741,4552681,4570120,4574308,4684837,4713889,4729822"
221970,"9228,17761,170357,238564,325305,328153,490598,534430,625734,971769,1757592,1806628,2186305,2271025,2294752,2325078,2485599,2532486,5143300,5260342"
222831,"103890,305091,306238,327606,625734,716862,870204,1874282,2077927,2101235,2172599,2209477,2295711,2352976,2486212,2599190,2854540,3807718,3863911,4157239"
222870,"3228,11936,197848,304786,310174,321553,428685,473795,536767,681470,846076,1128716,1350395,1858824,2145939,2300795,2347744,2459218,2587281,3756355"
223411,"36767,178827,314855,400918,446664,458934,467454,499643,507394,551757,653424,839480,1071268,1254859,1298458,1339020,1879164,1981661,2083239,2190939,2192307,2420925,2426765,2465924,2476171,2477823,2527657,2534625,2559626,2603531,2794786,2930503,3770350,3789592,3807991,3864631,3878362,3996787,4002679,4015405,4150846,4284751,4339756"
223881,"18790,100380,172731,625734,867246,1240867,1270359,1353581,1918727,1947821,2141878,2214808,2216349,2290118,2300795,2318816,2465924,2473996,2523793,2575827"
224121,"30117,33078,186343,420807,428685,459282,709360,1101948,1122588,1274239,2141951,2231328,2254913,2389824,2459173,2580687,2587727,3011488,3834205,5133061"
224180,"8369,16869,39605,97487,145975,182147,304132,316274,485757,1150933,1350395,1918727,2141878,2214808,2300795,2347744,2369571,2465924,2592076,5679028"
224631,"695,715,5428,8369,11623,25357,33078,232739,316274,536767,1033732,1046376,1118435,1240867,1679042,1726761,1727705,1858824,2297476,5679028"
224651,"78643,535707,840500,887229,1560733,2019613,2180196,2195786,2229477,2251771,2286120,2351675,2443673,2759493,2854876,4178668,4882597,5020540,5043550,5080918"
225411,"117573,124432,306297,320077,323154,325237,406803,438131,455521,520845,838050,843803,1446974,2214305,2450614,2549358,2551767,2579670,2897770,3954634,4253641,5106286"
225820,"15148,210474,305091,325927,428685,610827,664825,716862,722880,1037723,1317375,1446974,2075567,2209477,2351675,2407015,2486212,2524593,2573241,4684864"
226000,"290414,420807,535707,716862,1198693,1446974,1957553,2234902,2351675,2391765,2407015,2443673,2524593,2898055,2959600,3113920,3773965,3875818,4370989,4393285"
226560,"3026,8369,34134,170357,272375,293895,389215,625734,868187,1612347,1757592,1902534,2178756,2294752,2347744,2407430,2486212,2599190,5143300,5260342"
227040,"25357,103890,455521,716862,722880,931342,1785776,1833975,2042862,2101235,2142994,2209477,2254913,2294752,2303346,2344515,2349719,2446042,2486212,2759493"
228170,"126927,420807,535146,1118435,1384140,1716330,2209477,2317225,2351675,2390618,2407015,2486212,2573241,2578023,2759493,2854876,3219967,3836728,4808533,4943557"
228410,"6222,18628,113462,212216,220837,322474,620361,716862,873230,1442680,1726761,1836702,2352976,2379664,2454485,2571808,2579343,2770246,4352749,4386937"
228511,"11936,212216,220837,272375,443362,485010,525403,1035814,1902088,2259490,2381553,2600001,2605839,2759493,2854876,2930800,2999458,3254068,3893974,4150663"
229190,"18790,185334,420807,458617,478702,1240867,1738124,1918727,2214808,2300795,2364305,2465924,2523793,2580468,2929999,3193318,4019920,4244773,5088553,5126380"
229741,"1079,6892,25357,175261,311412,428685,454352,463181,485757,531550,1037723,1074594,1345763,1727705,2042862,2249460,2372666,2407015,2436870,2588406"
229790,"145975,274351,306238,531550,625734,634493,1670299,1785776,1836702,1858824,2254913,2295424,2303346,2328822,2374055,2448177,2461063,2473507,2574358,2599190"
230210,"103890,181149,272375,482039,620361,1350395,1762258,1856383,2019613,2184090,2209477,2234513,2351675,2407015,2470864,2993401,3893974,4421068,4528741,4600795"
230300,"114431,460308,523819,687894,690802,846904,850815,2070550,2214811,2215214,2229477,2251771,2284844,2287821,2309325,2332590,2429126,2449706,2478982,2530427,2549326,2552070,2603156,2603159,2608410,2855431,2925658,2970091,3001768,3113920,3193459,3233173,3459604,3693250,4127287,4173142,4296220,4296223,4296232,4296253,4296256,4421068,4595299,6217021"
230970,"28302,361725,422504,458860,531001,567105,620361,800684,828221,873230,1385630,1545820,2071831,2101235,2159539,2231328,2424516,2446042,2575379,7804328"
231050,"8378,304428,410990,449642,567105,1035814,1251068,1271808,1350395,1593487,1653700,1727705,1769545,1774136,2186305,2254913,2353712,2377688,2463719,2538512"
231180,"8369,145975,305091,308364,415746,490598,1037723,1098150,1240867,1350395,1670299,1836702,1918727,2079410,2101235,2186305,2209477,2295424,2352976,2454485"
231660,"28302,126927,171255,306238,434096,473795,800684,1769545,1836702,2291710,2347744,2372666,2424516,2446042,2454485,2466103,2473507,2485599,3762787,5971126"
231851,"306136,316274,361725,389215,468389,531001,800684,1101948,1350395,1383813,1421033,1947821,2141878,2214808,2248720,2465924,2580687,5679028,7804328,8467358"
231880,"8369,304428,319985,438783,468306,473795,479829,572928,683553,1240867,1446974,1653700,2101235,2226662,2388640,2455034,2614362,4676071,4678105,8467358"
233641,"3026,6892,103890,170357,305091,438783,454134,722880,971769,1325745,1385630,1462299,1720302,2077927,2129220,2199314,2205048,2303346,2349719,2523207"
233920,"250581,316364,551757,701646,1198736,1265544,1310304,1342429,1352957,1774461,2189574,2216349,2232076,2300795,2420825,2426709,2465924,2469511,2752302,3737839,3758968,4203466,4373023,4561627,4693558"
233941,"715,3026,8369,25357,181149,216878,306238,309705,311412,420807,476483,481572,536767,1046376,1074594,1856383,2209477,2231328,2372666,8467358"
234210,"715,6892,8369,17761,25357,30117,33078,181149,473795,483049,1442680,1670299,1726761,1836702,2042862,2214808,2240355,2448177,2454485,2541759"
234681,"18628,212216,220837,438783,446229,971769,1108232,1380904,1952505,2012021,2141878,2259490,2301271,2324419,2340895,2347982,2424516,2524799,2527938,2545167,2552519,2574955,2770245,2770246,3190129,4148833,4227796,4407553,4713895,5220724"
235280,"28302,39248,163489,306238,454134,614887,671011,709360,1007643,1035814,1118435,1273942,1350395,1442680,1726761,2042862,2295424,2332920,2587727,4552681"
235460,"11747,326658,361725,428685,433856,531001,540982,722880,778462,903046,1037723,1074594,1785776,2042862,2186305,2254913,2486212,2580687,4808533,5044588"
236160,"220899,305091,307404,434096,901302,1208914,1350395,1353512,1446974,1836702,1858824,2019613,2209477,2286863,2294752,2303346,2446042,2454485,2473507,2525634"
236480,"20463,102676,112214,161507,217091,326015,434864,473924,854621,1280001,2286847,2317643,2327549,2340127,2570757,2603876,2878402,3185971,3722998,3762661,3762667,3762670,3762673,3762682,3762685,4020028,4020031,4154878,4241299,4676185,4873261"
236530,"20,715,17761,389215,396779,481572,531001,531550,1046376,1319281,1618472,1653700,1720918,1726761,1968152,2077927,2297476,2368325,2375018,2540482"
236831,"181149,220899,305091,471235,709075,1121649,1769545,1785776,1798025,1957882,2186305,2209477,2273437,2759493,2854876,3145471,4257454,4300483,5179879,5179903"
237270,"4902,8369,126927,254097,389215,490598,625734,722880,800684,1046376,1121649,1806628,2231328,2300795,2347744,2370751,2420390,2534924,2592020,4210483"
237600,"145975,361725,364144,420807,428685,454134,455521,567105,620361,681470,1035814,1101948,1726328,1856383,1858824,2352976,2599190,3903616,4210483,8467358"
238130,"8369,18628,145975,181149,532289,574719,623169,688895,722880,866432,1350395,2341532,2441836,2588074,2770245,3854005,3982417,4308223,4308328,5220724"
238181,"18790,428685,454134,681470,867246,1240867,1270359,1902534,1918727,1947821,2141878,2214808,2216349,2294752,2300795,2465924,2473996,2523793,2551767,2575827"
238371,"18628,28302,103890,212216,215815,220837,389215,485332,1510619,1902534,2214811,2259490,2300795,2364500,2486212,2525634,2549409,2573241,2770245,2770246"
238570,"103890,220899,272375,305091,490598,501895,531550,866687,962437,962441,1214828,2019613,2186305,2209477,2303346,2351675,2352976,2587727,3113920,4421068"
238581,"8369,10480,22476,253112,272375,454134,531550,722880,901302,1769545,1785776,1798025,2019613,2077927,2295424,2424516,2446042,2448177,2473507,2475058"
239221,"145975,434096,867246,885900,1037723,1068877,1240867,1812070,1918727,2254200,2295424,2300795,2303346,2348050,2465924,2575827,3040795,3469018,3496963,4210483"
239381,"715,4158,6186,11623,18628,25357,106702,126169,145975,212216,213395,227426,227779,240012,309777,400387,433417,440393,446229,447400,449274,458214,460012,481572,826458,986032,1074379,1569200,1685420,1830972,1831338,2145814,2160485,2259490,2259919,2274383,2279766,2303477,2356541,2371874,2375878,2486500,2494167,2602299,2770245,2770246,4629616,5143300,5220724,6345991"
239461,"121503,225185,247954,287299,305091,308155,314436,364144,464534,681470,726384,1074594,1385630,1612347,2234272,2286863,2294752,2301998,2541759,2575455"
239621,"317,5428,10480,428685,608173,867246,1074594,1240867,1273085,1918727,1947821,2186305,2207574,2214808,2216349,2424516,2465924,2523793,2542340,2575827"
239711,"317,10480,103890,828221,2209477,2347234,2486212,2592020,3721339,3913717,4387012,4419532,4592521,4637704,4712386,4715851,4729273,4742296,4778671,5083609"
239781,"4032,4902,126927,214879,306238,311412,433856,625734,634493,1046376,1121649,1345763,1567701,1679042,1856383,2077927,2182094,2372666,2379664,2592020"
239841,"2716,18628,438783,438835,826458,971769,1035814,1074574,1350519,1353337,2113055,2209477,2259490,2364305,2370751,2614362,2693875,3110332,3117181,3756355"
240140,"23204,145975,196603,221653,431692,433856,473795,531001,531550,620361,709075,716862,722880,998313,1037723,2186305,2209477,2347744,2463719,7804328"
240781,"116860,305091,328153,438783,446229,460012,463212,490598,625734,971769,1757592,1796985,1806628,2186305,2209477,2294752,2485599,2532486,2614362,5260342"
241450,"28302,103890,181149,306238,434096,446229,463181,716862,722880,1462299,1726761,1785776,1798025,2062812,2186305,2286863,2300795,2323006,2352976,3442753"
241660,"584,27661,36960,103890,184727,199275,321298,402609,408094,490598,543866,681470,709075,1035814,1271808,1742492,1848808,1876718,2212806,2532419"
242130,"584,27661,36960,184727,199275,402609,408094,545784,1742492,1848808,2214811,2351675,2407015,2486212,2525634,2573241,4269934,4435171,4570120,4600480"
242541,"25357,254097,420807,438783,468389,610508,620361,709075,800684,1266045,1753357,2290118,2352976,2372145,2375300,2420390,2534924,2592020,2614362,5679028"
242650,"8369,34134,145975,170357,321553,448962,535707,868187,1121649,1325745,1360858,1703909,1716312,1858824,2077927,2443673,2463590,2856001,3113920,8467358"
243311,"17761,103890,145975,181149,305091,437626,567105,716862,722880,895632,960521,1035814,1118435,1385630,2209477,2349719,2351675,2407015,2458413,2574999"
243381,"273985,306433,317849,475404,496021,537999,651876,1371435,2019227,2145211,2374035,2374036,2443719,2466441,2601104,3433000,3735661,3903346,4335028,4379539,4648306,4648309,4692667"
243921,"25357,36960,103890,183380,308364,361725,433856,545784,625734,1037723,1098150,1609097,1786158,1876718,2042862,2295424,2303346,2352976,2592020,4018180"
244141,"145975,221869,273772,306238,318100,323176,443473,460023,485161,493068,964316,1117462,1118435,1178815,1227068,1677491,1892442,1918003,2318816,2327543,2448177,2486212,2855779"
244180,"119518,170353,197409,226600,394205,434096,451929,479190,524852,1468349,1468352,1738984,1840113,2250303,2297517,2311680,2334112,2371695,2428686,2437237,2461409,2465924,2546351,2579760,2606955,2900245,3114184,3776947,4292860,4533115,5022697"
244381,"9720,324047,625734,867246,1123722,1240867,1918727,1947821,2141878,2186305,2214808,2300795,2323788,2364025,2465924,2523793,2575827,2867467,3758968,4791535"
244450,"557757,747138,893243,1254350,1552732,1610895,1986598,2260310,2317942,2404037,2407015,2444303,2461584,2476353,2477640,2478200,2531629,2531977,2537878,2545471,2575023,2602149,2853559,2925658,3084784,3086260,3174526,3465649,3690607,3773656,3836728,3986158,4148842,4161157,4271089,4300480,4380799,4451671,4575196,4578487,5118091"
244470,"23204,215815,272375,531550,681470,716862,828221,844744,878086,1071448,1229855,2180196,2209477,2286120,2407015,2575859,2596231,4177132,4626742,5247004"
244660,"8378,112575,181149,304428,305091,433415,473795,481572,625734,632973,856659,1046376,1083506,1350395,1727705,1731131,1968152,2071831,2231328,2303346"
244691,"306238,433856,482763,681470,828221,1118435,1446974,2214811,2286863,2295424,2351675,2391765,2407015,2473078,2525634,2534924,2573241,2604421,2970301,3419017"
244891,"3026,305091,434096,681470,709075,840500,1037723,1074594,1121649,1239169,2077927,2180196,2231328,2286120,2351675,2463719,2603226,2752304,4400638,4707820"
244931,"113135,120035,170357,239373,454134,1120962,1281957,1298391,1858824,2229477,2251771,2332590,2351675,2460999,2465924,2469397,2600883,3920092,3982099,4251067"
245190,"25357,172609,321265,452668,468389,483102,491103,536767,567105,800684,1046376,1074594,1318691,1679042,1795004,1856383,2303346,2713646,4210483,8467358"
245440,"191801,473795,484017,901302,1769545,2054930,2178538,2184641,2226664,2259510,2316260,2349719,2527652,2580418,2592020,2759493,2854876,3893974,5143300,6609733"
245830,"3026,103890,361725,433856,709075,889750,894871,1074594,1214828,1273942,1902534,1957553,2249202,2303346,2351675,2407015,2463719,2486212,2573241,3113920"
246400,"715,11623,17761,181149,304428,364144,481572,536767,567105,625734,650284,716862,1074594,1121649,1726761,1968152,2247538,2297476,2352976,2424516"
246460,"12204,39248,272375,284072,428685,614887,671011,681470,1769545,2209477,2294752,2323789,2485599,2524799,2604217,2633172,2854876,3113920,3270838,4227847"
246590,"6892,25357,316274,419829,428685,473971,495525,681470,716862,898857,1858824,1902534,1907926,2101235,2352976,2454485,2563979,2571359,3767155,4335010"
247041,"4902,8369,30838,126927,253112,306238,473795,531550,625734,681470,901302,1074594,1121649,1360858,2062812,2077927,2186305,2368325,2486212,8467358"
247100,"7181,318608,324112,454134,463172,485757,521287,1118435,1350395,1726761,1769543,1785776,1918727,2129220,2349719,2356900,2406631,2450604,2453170,6609733"
247201,"213395,316274,417780,463181,486568,504275,800684,1105056,1532701,1609097,1796985,2226301,2248720,2352976,2356900,2443628,2537878,2604282,2610792,2883649"
247281,"11936,126927,254097,420807,463181,867246,1035814,1918727,2214808,2300795,2327743,2347744,2352976,2370751,2420390,2465924,2534924,2600001,2805259,4715863"
247301,"315004,681470,799955,842702,1365726,2351675,2353702,2364305,2523242,2546832,2573241,2579670,2600556,2864257,3262102,4257475,4370989,4393285,4574737,5890135"
247631,"530,308364,374583,461042,840034,1037723,1334749,2177062,2229615,2251382,2285866,2340179,2460379,2469511,2488726,2605135,2606099,3959167,5048299,5083609,5198926"
248241,"4902,5428,10480,220899,272375,305091,306238,454134,490598,531550,681470,962437,1037723,1046376,1947821,2019613,2294752,2303346,2466103,5131741"
248361,"8378,28302,145975,364144,437626,442091,481572,567105,1118435,1234253,1385630,1549182,1653700,1720918,2048026,2303346,2318816,2325735,2349719,8467358"
249091,"317,10480,166554,361725,428685,442923,625734,1208914,1727705,1785776,1799031,1918727,2062812,2300795,2352976,2368325,2372666,2410477,2424516,2541759"
250020,"5428,103890,428685,433856,521288,557442,709075,1240867,1292132,1858824,1918727,2214808,2300795,2351675,2449615,2463719,2486212,2525634,2573241,2599190"
250070,"317,103890,145975,306238,531550,716862,722880,998313,1214828,1727705,1785776,1836702,1858824,2231328,2351675,2424516,2473507,2552936,2592020,5806756"
250080,"28302,186343,434096,454134,485757,655643,709075,840500,1281957,2019613,2101235,2285402,2303477,2390160,2459218,2463719,2575023,2918407,3465649,6841975"
250330,"317,97124,196603,305012,326570,420807,482795,536900,899737,992098,992284,1627229,1816509,2079137,2189558,2231608,2274155,2285934,2294862,2301588,2476202"
250450,"8369,28302,31951,33078,166554,361725,420807,428685,620361,709075,1273942,1318691,1968152,2042862,2131332,2141878,2209477,2486212,2573241,2599190"
251070,"6106,97065,113628,172602,449554,495819,610938,672992,681315,901407,1277023,1345705,2039239,2141952,2247536,2294917,2365026,2448572,2470688,2520926,2545529,2601106,2601130,2971894,3769093,4294843,4639048,4642117,4877563"
251071,"28302,253112,361725,468389,485757,681470,800684,971769,1350395,1383813,1612347,1858824,2141878,2209477,2214808,2364305,2424516,2465924,2737394,8467358"
251460,"126927,166554,272375,306238,311412,473795,485757,625734,1046376,1266045,1329578,1345763,1679042,1902534,2294752,2356900,2886694,3156268,5679028,6609733"
251810,"485757,490598,531550,554183,617505,709075,901302,990418,1037723,1118435,1380964,2229477,2251771,2332590,2347744,2351675,2458413,2469397,2759493,2854876"
251861,"36960,402609,454134,485757,545784,1118435,1377726,1848808,2239945,2433873,2539322,2541759,2759493,2930800,3962584,4235479,4256473,4284751,4373023,5604202"
251871,"145975,254048,308364,326674,451029,487552,716862,1305930,1918727,2088040,2300795,2351675,2450614,2454485,2486212,2525634,2594395,2608564,4700878,4729183"
251961,"310545,320162,443924,485757,497335,542500,625734,1074594,1088585,1118435,2141936,2208239,2226662,2247028,2254913,2430403,3699664,4574737,4778749,4881385"
252340,"325050,490598,567634,570171,571242,576164,993797,1111120,1273920,1722565,2309282,2360870,4680904,4747387,5075707,5136328,5140489,5143894,5158930,5199790"
252451,"181149,468389,681470,689461,709075,722880,1856383,2019613,2145207,2209477,2225251,2274394,2321956,2341532,2351675,2441836,2444584,2458413,2463719,2467710"
252791,"11936,35888,306113,389215,473795,620361,709075,716862,1121649,1350395,1856383,2113055,2209477,2300795,2318816,2337237,2370751,2541759,2599190,2600001"
253030,"6892,33078,272223,311412,316274,441366,485757,490598,568079,572338,652226,1046376,1679042,2089521,2108094,2188318,2407430,2551196,5143300,5679028"
253701,"196603,227736,434864,887229,1004591,1071279,1225065,1356641,1360858,2075826,2214811,2234902,2340278,2525028,3903655,4710508,4801768,4851130,5029426,5070526"
253941,"3026,170357,220899,272375,305091,454134,464534,468389,485757,716862,1240867,1727705,1785776,2347744,2349719,2372666,2524593,2525634,2540482,3113920"
254171,"126145,131478,222167,227736,256674,276360,429587,470060,551821,716862,782118,834897,846759,872931,1202092,1323588,1382207,1396772,1795975,1811973,2019613,2117799,2200490,2212553,2232318,2249960,2260310,2261657,2317919,2317925,2343699,2407458,2575023,2606101,2878855,3465649,3773965,4251067"
254281,"21211,197848,272375,327520,459700,473795,481572,502272,688654,722880,1720918,1726761,1863151,1902543,2297476,2482997,2528363,2539293,3024448,6609733"
254541,"115387,207660,234493,306238,625734,895715,1769545,1781244,2277695,2388641,2388642,2534924,2553431,2580687,3534874,4194937,4645378,4647163,4695835,5945929"
255001,"6892,25357,28302,254097,681470,1074594,1118435,1121649,1727705,1856383,1918727,1947821,2193846,2303346,2371224,2420390,3113920,3730513,4332274,8467358"
256100,"3026,33078,374346,567105,811226,828221,874107,1609097,1612347,1828590,1968152,2141878,2178756,2347744,2599190,2886688,3763300,5143300,6559186,8467358"
256710,"114737,244328,305399,454134,672664,1289970,1299397,1763486,1918727,2166942,2190939,2300795,2694951,3720952,3862258,3877726,3884839,4340446,4690576,5170675"
256830,"103890,145975,422490,482444,487199,523819,672664,687894,690802,712142,1118435,1277246,1670299,1753284,1836702,2300795,2454485,2473507,3725119,6217021"
256861,"6101,11936,681470,1035814,1113599,1118435,1769545,1876718,2229477,2232690,2251771,2254913,2274394,2295424,2321956,2349719,2351675,2600001,2759493,4811746"
257281,"1306020,1850449,2472725,2606101,2697573,2886694,3189937,3473032,3686614,3700969,3727837,3785719,3796639,3799357,3844093,3850954,3956953,3990430,4131706,4143967,4271089,4335370,4339588,4363726,4451671,4570090,4587724,4601407,4627459,4678711,4742287,4753504,4771729,4779838,4786513,4808482,4814680,4854187,4860706,4873243,5005672,5043568,6470851"
257540,"165234,233246,1345763,1895551,2024551,2436166,2499124,2499151,2499205,2530427,2552070,2587403,2607152,2683142,2695743,3881992,4421068,4576516,4822771,5108425"
258751,"501895,840500,962437,962441,1281957,2050695,2054930,2180196,2229477,2251771,2286120,2332590,2360254,2466103,2469397,2477635,2599190,2759493,2854876,3692977"
258950,"8369,18628,28302,103890,212216,220837,220899,434096,716862,800684,873230,1350395,1858824,2209477,2259490,2441836,2446042,2770246,4606357,5220724"
258960,"6892,28302,126927,316084,323176,428685,793363,1240867,1883675,2062812,2214811,2295424,2300795,2303346,2364305,2486212,2525634,2573241,2592020,3908188"
259751,"23204,145975,254097,306238,828221,1046376,2231328,2235471,2358078,2370751,2382549,2420390,2448177,2454485,2531645,2599190,2600001,2939878,3473098,4421068"
259850,"11936,34040,103890,321553,438783,962437,962441,1037723,1350519,1353337,1703909,1785776,1858824,2180196,2195786,2286120,2420390,2463590,2600001,2614362"
260530,"316274,389215,500241,800684,857579,1071237,1150472,1380893,1721407,1742693,1985631,2124031,2229501,2362532,2374476,2576887,2588960,4711681,5679028,8467358"
260780,"6034,31099,272375,305091,316274,321553,716862,998313,1035814,1271808,2186305,2249202,2294752,2297476,2303346,2424516,2463719,2486212,4210483,5679028"
260841,"26965,123455,297280,428685,440210,460595,470274,475353,521287,709075,895645,992507,999945,1220884,1726761,1767256,1858824,1930356,1957553,2088040,2089516,2198457,2212553,2260524,2391766,2441913,2457907,2532419,2534948,2575859,2599584,2878915,2939986,2983975,3219967,3956947,4018180,4095424,4134778,4370989,4533115,4552675,4700614,4705774,4776826,4811080,5070310,5075707,5077465,5114164,5122261,5123101,5916871"
261251,"103890,126927,196603,305091,308364,433856,681470,709075,716862,1037723,1098150,1918727,1957553,2077927,2300795,2351675,2352976,2407015,2486212,2651706"
261580,"103890,450497,490598,1007914,1037723,1098150,1318630,1769545,1785776,1836702,2131332,2209477,2231328,2286863,2351675,2356900,2391765,2407015,2454485,2573241"
